orcid_origin,pmid,doi,article_qnr,all_authors_qnr
0000-0003-2999-3942,nan,10.1080/10413200.2012.729378,Q58196657,
0000-0003-2999-3942,nan,10.1080/02640410400021617,Q81026946,"['Q48683036', 'Q57293674']"
0000-0003-2999-3942,nan,10.1080/17461391.2014.979248,Q47777613,"['Q42328326', 'Q42328325', 'Q56988464', 'Q57293674', 'Q58574133', 'Q58574323', 'Q58574350']"
0000-0003-2999-3942,nan,10.1080/026404102321011751,Q40616294,['Q57293674']
0000-0003-2999-3942,nan,10.1080/17509840902829331,Q60701177,"['Q50967948', 'Q57293674', 'Q58247764']"
0000-0003-2999-3942,nan,10.1080/02640414.2012.738303,Q50550773,
0000-0002-7041-8942,nan,10.1186/2193-1801-3-536,Q34252087,"['Q81580382', 'Q82417663']"
0000-0002-7041-8942,nan,10.1080/10962247.2013.822839,Q30717139,"['Q82417663', 'Q83398440']"
0000-0002-7041-8942,nan,10.1080/03601234.2013.761863,Q41970902,"['Q59684972', 'Q82417663']"
0000-0003-1120-8942,26352879.0,10.1097/QAD.0000000000000799,Q41008656,"['Q41008770', 'Q41008804', 'Q41008827', 'Q41008859', 'Q41578813', 'Q41578817', 'Q42278951', 'Q64015190']"
0000-0003-1120-8942,15546530.0,10.1016/S0025-7753(04)74629-1,Q45152357,['Q41008770']
0000-0003-1120-8942,25085577.0,10.1517/14656566.2014.934810,Q38236179,"['Q41008770', 'Q41008827', 'Q41008859', 'Q41578817']"
0000-0003-1120-8942,24056067.0,10.1097/QAD.0000000000000005,Q42267887,"['Q41008770', 'Q41008859', 'Q64015190', 'Q73227704', 'Q81565702']"
0000-0003-1120-8942,25143567.0,10.1128/JCM.02209-14,Q35036061,"['Q41008770', 'Q41008804', 'Q41008827', 'Q41008859', 'Q41578817']"
0000-0003-1120-8942,16206071.0,10.1086/491736,Q45423509,"['Q40263959', 'Q40263990', 'Q41008770', 'Q41008859', 'Q41578817']"
0000-0003-1120-8942,15075511.0,10.1097/00002030-200403260-00007,Q44838431,"['Q41008770', 'Q41008859', 'Q41578817']"
0000-0003-1120-8942,20710057.0,10.3851/IMP1612,Q42937135,"['Q41008770', 'Q41008859', 'Q41578817', 'Q64015190']"
0000-0003-1120-8942,24979724.0,10.1097/QAD.0000000000000378,Q42208183,"['Q41008770', 'Q41008804', 'Q41008859', 'Q41578817', 'Q42278951', 'Q64015190']"
0000-0003-1120-8942,19772387.0,10.1086/605676,Q45381381,"['Q41008770', 'Q41008859', 'Q41578817', 'Q59697554', 'Q60309705', 'Q64015190']"
0000-0003-1120-8942,16381097.0,10.1016/S0014-2565(05)72634-5,Q37863263,"['Q41008770', 'Q41578817']"
0000-0003-1120-8942,20452892.0,10.1186/2047-783X-15-3-93,Q41991102,"['Q41008770', 'Q41008827', 'Q41578817']"
0000-0002-7662-5942,nan,10.1109/3477.662755,Q51623226,['Q56422740']
0000-0002-7662-5942,nan,10.1109/IROS.2014.6943240,Q56424527,"['Q56422739', 'Q56422740']"
0000-0002-7662-5942,nan,10.1080/01691864.2013.804801,Q58028221,
0000-0002-7662-5942,nan,10.1080/01691864.2015.1015444,Q58027200,
0000-0002-7662-5942,nan,10.1109/IWBE.2011.6079053,Q62607779,
0000-0002-7662-5942,nan,10.1109/TOH.2016.2518670,Q50732350,"['Q56422739', 'Q56422740']"
0000-0002-7370-7942,nan,10.1080/00036811.2016.1227968,Q58266662,
0000-0002-7370-7942,nan,10.1155/BVP/2006/64543,Q59212311,
0000-0001-7232-4942,nan,10.3109/17483107.2014.932020,Q50664919,"['Q41508981', 'Q56427952', 'Q59342310']"
0000-0001-7232-4942,nan,10.3109/17483107.2014.951974,Q50610318,"['Q41508981', 'Q59342310']"
0000-0001-7232-4942,26852630.0,10.1080/10400435.2016.1140689,Q47574721,"['Q46305280', 'Q56427952', 'Q59342310']"
0000-0001-7232-4942,nan,10.1080/09544820802441092,Q61847789,['Q56427952']
0000-0001-7232-4942,nan,10.1177/0269215515604699,Q51720165,"['Q41508981', 'Q59342310']"
0000-0001-7232-4942,nan,10.3109/17483107.2013.782576,Q48962044,"['Q41508981', 'Q56427952', 'Q59342310']"
0000-0001-7232-4942,26131797.0,10.1080/10400435.2014.903315,Q47635889,"['Q46305280', 'Q56427952', 'Q59342310']"
0000-0003-3658-7942,nan,10.1080/10428194.2017.1422859,Q48121762,"['Q41049953', 'Q42821350', 'Q50238034', 'Q50936944', 'Q55323714', 'Q58375667', 'Q87668651', 'Q87668654', 'Q87668659', 'Q87668657', 'Q87668661']"
0000-0003-3658-7942,nan,10.1097/MPH.0000000000000481,Q50936910,"['Q50936944', 'Q57231760']"
0000-0003-3658-7942,nan,10.1080/1042819021000046849,Q40561519,
0000-0003-3658-7942,nan,10.1200/JCO.2008.16.1307,Q57279365,"['Q50936944', 'Q56444653', 'Q58375936']"
0000-0003-3658-7942,nan,10.1097/QAD.0000000000001093,Q36903898,"['Q42155007', 'Q50936944', 'Q54322447', 'Q87263721']"
0000-0003-3658-7942,nan,10.1158/0008-5472.CAN-15-2769,Q87213276,"['Q38329307', 'Q50936944', 'Q59690208']"
0000-0003-3658-7942,nan,10.1158/1078-0432.CCR-05-1531,Q57279463,"['Q42037673', 'Q43096016', 'Q50936944', 'Q53260145', 'Q56444653']"
0000-0003-3658-7942,nan,10.3109/10428190903350397,Q44546687,"['Q50936944', 'Q58980676', 'Q71391964']"
0000-0003-3658-7942,nan,10.1097/01.TP.0000102549.40531.13,Q35638228,"['Q43096016', 'Q46821014', 'Q50936944']"
0000-0003-3658-7942,nan,10.1158/0008-5472.CAN-05-4601,Q34569216,"['Q43096016', 'Q46821014', 'Q50238034', 'Q50936944', 'Q56444653', 'Q57572856', 'Q58035979']"
0000-0003-4859-6942,nan,10.1117/12.911206,Q62727947,
0000-0003-4859-6942,nan,10.1109/ICARSC.2017.7964069,Q62727863,
0000-0003-4859-6942,nan,10.1109/CISPEE.2016.7777745,Q58812353,
0000-0003-4859-6942,nan,10.1007/978-3-642-04686-5_23,Q62727987,
0000-0003-4859-6942,nan,10.1109/10.568917,Q36857042,
0000-0003-4859-6942,nan,10.1145/2695664.2695862,Q62727903,
0000-0003-4859-6942,nan,10.1109/ICARSC.2017.7964075,Q62727866,
0000-0003-4859-6942,nan,10.1007/978-3-319-23485-4_45,Q62727891,
0000-0003-4859-6942,nan,10.1007/978-3-540-68847-1_43,Q62727992,
0000-0003-4859-6942,nan,10.1109/ICARSC.2017.7964072,Q62727861,
0000-0001-5207-5942,nan,10.1155/2017/2721367,Q53079581,"['Q55214993', 'Q57864336', 'Q87860662']"
0000-0001-5207-5942,nan,10.1155/2017/2721367,Q53079581,"['Q55214993', 'Q57864336', 'Q87860662']"
0000-0001-5207-5942,nan,10.1155/2018/1564150,Q55030120,"['Q55214995', 'Q55214993', 'Q57864336']"
0000-0001-5207-5942,nan,10.1155/2017/5618548,Q48213579,"['Q57864336', 'Q85634281']"
0000-0001-5207-5942,nan,10.1155/2018/1564150,Q55030120,"['Q55214995', 'Q55214993', 'Q57864336']"
0000-0001-5207-5942,nan,10.1155/2016/8252741,Q36946412,"['Q57864336', 'Q85634281']"
0000-0001-6416-4942,nan,10.1159/000495460,Q61449399,['Q88909274']
0000-0001-6416-4942,27920792.0,10.1159/000449424,Q37439467,['Q88909274']
0000-0001-6416-4942,nan,10.1159/000500183,Q91639190,['Q88909274']
0000-0001-6416-4942,nan,10.1159/000497034,Q90206322,['Q88909274']
0000-0002-4462-3942,nan,10.1177/0021998318793512,Q90834256,
0000-0002-5583-2942,25140599.0,10.1097/SHK.0000000000000210,Q54601099,"['Q42714388', 'Q43121070', 'Q54600967', 'Q56724665', 'Q71352136', 'Q73143827', 'Q73431137']"
0000-0002-5583-2942,23590154.0,10.2174/138161281939131127115154,Q46412010,
0000-0002-5583-2942,23517541.0,10.3109/00498254.2013.780672,Q44569205,['Q56724665']
0000-0002-8499-1942,nan,10.1580/08-WEME-LE-192.1,Q81805613,['Q57072590']
0000-0003-3526-9942,nan,10.1155/2014/310852,Q38284596,"['Q56520894', 'Q57098777']"
0000-0002-3932-2942,nan,10.1080/15287390600884859,Q36761920,"['Q28468960', 'Q47710796']"
0000-0002-3932-2942,nan,10.1080/15287390590935941,Q34559338,"['Q28468960', 'Q47710796', 'Q57259759']"
0000-0002-3932-2942,nan,10.1080/09603120500289119,Q47654946,['Q47710796']
0000-0002-4387-4942,nan,10.1155/2015/746150,Q26782412,['Q86094610']
0000-0001-6508-7942,nan,10.1155/2017/6274854,Q33608106,"['Q59687573', 'Q89946799', 'Q91895042', 'Q96188548']"
0000-0003-4705-9942,nan,10.1080/14697688.2015.1004801,Q60398281,"['Q24730879', 'Q60874565']"
0000-0003-4705-9942,nan,10.1080/14697688.2017.1342857,Q60398218,"['Q24730879', 'Q60874562', 'Q60874565']"
0000-0001-5643-9942,nan,10.1158/0008-5472.CAN-08-4233,Q46093058,['Q40749419']
0000-0001-5643-9942,nan,10.1007/978-1-61779-421-6_4,Q39432085,['Q40749419']
0000-0001-5643-9942,nan,10.1158/0008-5472.CAN-06-4061,Q40144479,"['Q19957505', 'Q40749419']"
0000-0002-7477-7942,29480200.0,10.3233/JAD-171042,Q51767285,['Q11974765']
0000-0002-7477-7942,28600461.0,10.1212/WNL.0000000000004098,Q51816793,['Q57052506']
0000-0002-7477-7942,22330819.0,10.3233/JAD-2012-111553,Q48662157,"['Q16299902', 'Q38637441', 'Q42386403', 'Q47504460', 'Q48408198', 'Q57052506']"
0000-0002-7237-6942,25381153.0,10.1158/0008-5472.CAN-13-2037,Q38941727,"['Q37379515', 'Q39186456', 'Q43121424', 'Q55271242', 'Q56836102', 'Q58349173', 'Q58885133', 'Q58952208', 'Q96066692']"
0000-0002-7237-6942,nan,10.1158/0008-5472.CAN-13-2037,Q38941727,"['Q37379515', 'Q39186456', 'Q43121424', 'Q55271242', 'Q56836102', 'Q58349173', 'Q58885133', 'Q58952208', 'Q96066692']"
0000-0002-7237-6942,nan,10.1158/1078-0432.CCR-16-2410,Q39001187,"['Q38641988', 'Q39186456', 'Q40930748', 'Q43091331', 'Q46020742', 'Q56798835', 'Q56836102', 'Q58828755', 'Q58885133']"
0000-0002-8669-8942,nan,10.1109/TNN.2006.875972,Q51937038,"['Q39451750', 'Q63808630']"
0000-0002-9096-1942,nan,10.1039/C7NR09156G,Q88326670,"['Q46450419', 'Q88326666', 'Q88326664', 'Q95422061']"
0000-0003-4414-9942,nan,10.1023/A:1022646515541,Q73515313,"['Q40052535', 'Q73515310']"
0000-0001-8103-6942,nan,10.3109/09637486.2016.1153610,Q38972083,"['Q39183978', 'Q45341207', 'Q45341216', 'Q59260338']"
0000-0001-8103-6942,nan,10.1155/2010/541948,Q58651096,
0000-0001-8103-6942,nan,10.1080/19393210.2012.705335,Q59676626,"['Q39183978', 'Q45341207', 'Q45341216', 'Q59209501', 'Q59260338']"
0000-0001-8103-6942,nan,10.1080/14786419.2012.673611,Q44300662,"['Q39183965', 'Q39183978', 'Q45341216', 'Q59260338']"
0000-0001-8103-6942,nan,10.1080/14786419.2016.1154056,Q46525144,"['Q39183978', 'Q45341207', 'Q45341216', 'Q59260338']"
0000-0001-8103-6942,nan,10.1080/02652030802112627,Q50628831,"['Q39183978', 'Q44604367', 'Q45341216']"
0000-0001-8103-6942,nan,10.1080/02652030701329603,Q46724911,"['Q39183978', 'Q45341216']"
0000-0001-8103-6942,nan,10.1016/S0045-6535(03)00271-6,Q73348827,['Q39183978']
0000-0001-8103-6942,nan,10.1080/19393210.2015.1030347,Q41106895,"['Q39183965', 'Q39183978', 'Q45341207', 'Q45341216', 'Q59260338']"
0000-0001-8103-6942,nan,10.1080/19440049.2012.674979,Q47912585,"['Q45341207', 'Q45341216', 'Q59260338']"
0000-0001-8103-6942,nan,10.1080/14786419.2013.878937,Q45341139,"['Q39183965', 'Q39183978', 'Q45341207', 'Q45341216', 'Q45341224', 'Q59209501', 'Q59260338']"
0000-0001-8103-6942,nan,10.1080/19440049.2012.747222,Q43754917,"['Q45341216', 'Q59260338']"
0000-0003-0567-6942,nan,10.1186/1687-6180-2012-134,Q59289114,
0000-0003-0567-6942,nan,10.1109/TPAMI.2014.2327974,Q40558760,['Q86097513']
0000-0002-6436-8942,nan,10.1128/MCB.00287-14,Q34298053,"['Q57728609', 'Q58310392']"
0000-0002-6436-8942,nan,10.1161/ATVBAHA.116.308531,Q50324288,"['Q58310392', 'Q58371021']"
0000-0002-6436-8942,nan,10.1172/JCI83698,Q30356851,['Q58310392']
0000-0003-3215-6942,29180395.0,10.1681/ASN.2017040409,Q47359099,"['Q55186454', 'Q82320967', 'Q82985759', 'Q86088070']"
0000-0003-3215-6942,30522106.0,10.1159/000494592,Q90310598,['Q86088070']
0000-0002-9418-8942,nan,10.1128/AAC.01694-08,Q43113859,['Q56808620']
0000-0002-9418-8942,nan,10.1042/BJ20131318,Q56894082,"['Q56808620', 'Q72391707']"
0000-0002-9418-8942,nan,10.1042/BCJ20170749,Q50042789,"['Q56808620', 'Q72391707']"
0000-0001-6436-7942,nan,10.1111/1365-2745.12428,Q57585946,
0000-0002-0038-0942,nan,10.1007/978-3-642-16132-2_43,Q57378817,"['Q38803588', 'Q57501004', 'Q57501604']"
0000-0002-0038-0942,nan,10.1007/978-3-642-20511-8_18,Q57378740,"['Q38803588', 'Q57501594', 'Q57501604']"
0000-0002-0038-0942,nan,10.1007/978-3-642-13688-7_12,Q57378815,"['Q38803588', 'Q57501594', 'Q57501604']"
0000-0002-0038-0942,nan,10.1007/978-3-642-32341-6_5,Q57378575,"['Q38803588', 'Q57501004', 'Q57501604']"
0000-0002-0038-0942,nan,10.1109/WCRE.2009.21,Q57378953,"['Q38803588', 'Q57501594', 'Q57502248']"
0000-0002-0038-0942,nan,10.1109/ICSM.2005.21,Q57379469,['Q38803588']
0000-0002-0038-0942,nan,10.1109/ICSTE.2010.5608855,Q57378811,"['Q38803588', 'Q57501004']"
0000-0002-0038-0942,nan,10.1007/978-3-642-29578-2,Q57378737,
0000-0002-0038-0942,nan,10.1145/1982185.1982249,Q57378676,"['Q38803588', 'Q57501594', 'Q57501604']"
0000-0002-0038-0942,nan,10.1109/ICGSEW.2015.15,Q57378482,['Q38803588']
0000-0002-0038-0942,nan,10.1007/978-3-319-08581-4_9,Q57378496,"['Q38803588', 'Q57501594', 'Q57501604']"
0000-0002-0038-0942,nan,10.1109/WCRE.2009.20,Q57378949,"['Q38803588', 'Q57501594']"
0000-0002-0038-0942,nan,10.1109/ARES.2009.68,Q57378885,"['Q38803588', 'Q57501604']"
0000-0002-0038-0942,nan,10.1109/CSMR.2013.68,Q57378592,"['Q38803588', 'Q57501594']"
0000-0002-0038-0942,nan,10.1080/17517575.2011.587545,Q57378693,"['Q25931597', 'Q38803588', 'Q57501594', 'Q57501604']"
0000-0002-0038-0942,nan,10.1145/2245276.2232053,Q57378646,"['Q38803588', 'Q57501004', 'Q57501604']"
0000-0002-0038-0942,nan,10.1007/978-3-642-21640-4_49,Q57378681,"['Q38803588', 'Q57501004', 'Q57501604']"
0000-0002-0038-0942,nan,10.1145/2245276.2231949,Q57378641,"['Q38803588', 'Q57501594', 'Q57501604']"
0000-0002-0038-0942,nan,10.1109/WCRE.2007.9,Q57379128,['Q38803588']
0000-0002-0038-0942,nan,10.1109/ARES.2009.67,Q57378928,"['Q38803588', 'Q57501604']"
0000-0002-0038-0942,nan,10.1504/IJBIDM.2010.031283,Q57378809,['Q38803588']
0000-0002-0038-0942,nan,10.1145/1774088.1774121,Q57378830,"['Q38803588', 'Q57501594']"
0000-0003-0774-3942,nan,10.2147/COPD.S195382,Q92696381,"['Q57320799', 'Q59559025', 'Q59614437']"
0000-0003-0774-3942,nan,10.2147/COPD.S189585,Q64109269,"['Q41838693', 'Q59559025']"
0000-0002-8215-2942,nan,10.1016/S0168-8278(03)00414-8,Q42981580,"['Q50737298', 'Q60314044']"
0000-0002-8215-2942,nan,10.1016/S0168-8278(86)80051-4,Q62658404,['Q50737298']
0000-0002-8215-2942,nan,10.1086/589623,Q44849257,"['Q42173411', 'Q50737298', 'Q56843097', 'Q87134290', 'Q87747574']"
0000-0002-8215-2942,nan,10.1016/0168-8278(92)90022-H,Q41108998,"['Q50737298', 'Q56458925']"
0000-0002-8215-2942,nan,10.1016/0168-8278(92)90187-T,Q42983259,
0000-0002-8215-2942,7810932.0,10.7326/0003-4819-122-3-199502010-00001,Q43040410,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0168-8278(85)80758-3,Q45827810,
0000-0002-8215-2942,nan,10.1016/S0140-6736(94)91887-2,Q62658383,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0168-8278(99)80205-0,Q62658370,['Q50737298']
0000-0002-8215-2942,nan,10.1007/BF00219340,Q62658388,['Q50737298']
0000-0002-8215-2942,nan,10.1097/00004836-199907000-00018,Q42994265,
0000-0002-8215-2942,nan,10.1016/0168-8278(95)80280-0,Q62658377,"['Q50737298', 'Q68071060']"
0000-0002-8215-2942,10799250.0,10.1097/00005392-200006000-00113,Q62658368,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0168-8278(98)80341-3,Q42989119,['Q50737298']
0000-0002-8215-2942,10997414.0,10.1097/00002030-200009080-00025,Q45740568,['Q50737298']
0000-0002-8215-2942,nan,10.1016/0168-8278(95)80329-7,Q41322174,
0000-0002-8215-2942,nan,10.1016/S0168-8278(01)00114-3,Q43753038,['Q50737298']
0000-0002-8215-2942,nan,10.1016/0168-8278(91)90912-U,Q62658393,['Q50737298']
0000-0002-8215-2942,18532883.0,10.1086/589623,Q44849257,"['Q42173411', 'Q50737298', 'Q56843097', 'Q87134290', 'Q87747574']"
0000-0002-8215-2942,2607123.0,10.1016/0168-8278(89)90145-1,Q62658399,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0168-8278(02)00422-1,Q45729149,"['Q50737298', 'Q56843097', 'Q60314044', 'Q87134290', 'Q87747574']"
0000-0002-8215-2942,nan,10.1016/S0168-8278(98)80173-6,Q50871419,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0168-8278(97)80143-2,Q50910109,['Q50737298']
0000-0002-8215-2942,nan,10.1056/NEJM198206103062302,Q45800369,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0140-6736(94)91384-6,Q62658380,['Q50737298']
0000-0002-8215-2942,10405237.0,10.1097/00004836-199907000-00018,Q42994265,
0000-0002-8215-2942,nan,10.1016/S0168-8278(00)80168-3,Q45741444,
0000-0002-8215-2942,nan,10.1155/2016/1539096,Q37504092,['Q50737298']
0000-0002-8215-2942,7499786.0,10.1016/0168-8278(95)80329-7,Q41322174,
0000-0002-8215-2942,nan,10.1097/01.TP.0000128911.87538.AA,Q42987744,"['Q50737298', 'Q87747574']"
0000-0002-8215-2942,23919435.0,10.3109/10826084.2013.821660,Q52303011,"['Q50737298', 'Q51914387']"
0000-0002-8215-2942,nan,10.1016/S0006-291X(88)81017-9,Q28292946,['Q50737298']
0000-0002-8215-2942,nan,10.1016/0741-8329(94)00092-1,Q40539996,['Q50737298']
0000-0002-8215-2942,nan,10.3109/10826084.2013.821660,Q52303011,"['Q50737298', 'Q51914387']"
0000-0002-8215-2942,nan,10.1556/JBA.2.2013.007,Q33980963,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0369-8114(01)00240-1,Q43836803,
0000-0002-8215-2942,nan,10.1186/1747-597X-1-5,Q34538514,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0140-6736(83)90842-5,Q62658413,['Q50737298']
0000-0002-8215-2942,7772261.0,10.1016/0741-8329(94)00092-1,Q40539996,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0168-8278(01)00028-9,Q62658364,['Q50737298']
0000-0002-8215-2942,nan,10.1016/S0140-6736(94)90730-7,Q62658381,"['Q50737298', 'Q87747574']"
0000-0002-8215-2942,7608478.0,10.1016/0168-8278(95)80280-0,Q62658377,"['Q50737298', 'Q68071060']"
0000-0002-8215-2942,nan,10.1016/0168-8278(89)90145-1,Q62658399,['Q50737298']
0000-0002-8215-2942,nan,10.1080/10826084.2016.1191514,Q47724528,['Q50737298']
0000-0002-8215-2942,nan,10.1097/00002030-200009080-00025,Q45740568,['Q50737298']
0000-0002-8215-2942,2003725.0,10.7326/0003-4819-114-8-705,Q62658390,['Q50737298']
0000-0002-3721-2942,nan,10.1039/C9CC03496J,Q92786370,['Q40854768']
0000-0003-1886-4942,nan,10.4103/1463-1741.127854,Q30560729,"['Q58898457', 'Q64597009']"
0000-0003-1886-4942,nan,10.4103/1463-1741.127854,Q30560729,"['Q58898457', 'Q64597009']"
0000-0003-4090-6942,nan,10.1159/000439522,Q50436943,"['Q42394212', 'Q55602557', 'Q84535679']"
0000-0002-6517-6942,nan,10.1063/1.4809781,Q59473786,"['Q7436240', 'Q51533835', 'Q62610704']"
0000-0002-6517-6942,nan,10.1038/NPHOTON.2016.36,Q59473722,"['Q7436240', 'Q42293117', 'Q51533835', 'Q62610704']"
0000-0002-6517-6942,nan,10.1088/2040-8978/18/9/093006,Q60895477,"['Q42799360', 'Q47395784', 'Q57310537', 'Q57870133', 'Q62610664']"
0000-0002-6517-6942,nan,10.1364/OPTICA.1.000010,Q59473761,"['Q7436240', 'Q62555253', 'Q62610664', 'Q62610704']"
0000-0002-6517-6942,nan,10.1364/OL.32.002200,Q33292801,"['Q51533835', 'Q59565495']"
0000-0002-6517-6942,nan,10.1364/OE.21.017615,Q34931200,"['Q7436240', 'Q51533835', 'Q62610704']"
0000-0002-1450-4942,nan,10.1016/S0140-6736(13)60594-2,Q50906224,"['Q41687181', 'Q42669207']"
0000-0003-0760-4942,nan,10.1145/2387358.2387363,Q57395699,"['Q56509421', 'Q58837345']"
0000-0002-2621-4942,nan,10.1088/0953-2048/24/1/015007,Q62684101,['Q62730941']
0000-0002-2621-4942,nan,10.1088/0953-2048/24/1/015007,Q62684101,['Q62730941']
0000-0003-1657-8942,nan,10.1080/00015385.2017.1362092,Q48208969,"['Q88772458', 'Q88819564']"
0000-0002-8407-8942,nan,10.1081/HEM-100107874,Q39122490,['Q37371145']
0000-0002-8407-8942,nan,10.1586/17446651.2.1.19,Q57785557,['Q37371145']
0000-0002-8407-8942,nan,10.1086/518257,Q35788507,['Q37371145']
0000-0002-8407-8942,nan,10.1097/00130478-200210000-00011,Q57785586,['Q37371145']
0000-0002-8407-8942,nan,10.1161/CIRCGENETICS.115.001324,Q38390118,"['Q37371145', 'Q39600851', 'Q40748297', 'Q57548723', 'Q85200183']"
0000-0002-8407-8942,nan,10.1186/1750-1172-9-S1-P7,Q57785426,"['Q37371145', 'Q41827189']"
0000-0002-8407-8942,nan,10.1097/00043426-200009000-00011,Q33334710,['Q52447985']
0000-0002-8407-8942,nan,10.1056/NEJM200305223482124,Q44449976,['Q37371145']
0000-0002-8407-8942,nan,10.1016/S0025-6196(11)65042-8,Q57785598,['Q37371145']
0000-0002-8407-8942,nan,10.1159/000328405,Q35546481,"['Q37371145', 'Q55690549', 'Q57041090']"
0000-0002-8407-8942,24386581.0,10.1155/2013/354314,Q37413220,"['Q37371145', 'Q58412513']"
0000-0002-8407-8942,nan,10.3233/PNR-13061,Q57785453,"['Q37371145', 'Q56954881']"
0000-0002-8407-8942,nan,10.1186/1755-8794-7-56,Q34274182,"['Q37371145', 'Q39600851', 'Q40748297', 'Q84512705']"
0000-0002-8407-8942,22715278.0,10.1161/CIRCGENETICS.112.963579,Q53856688,['Q37371145']
0000-0002-8407-8942,nan,10.1203/00006450-199904020-00888,Q57785609,
0000-0002-8407-8942,nan,10.1155/2013/354314,Q37413220,"['Q37371145', 'Q58412513']"
0000-0002-0602-9942,nan,10.1159/000195718,Q30493549,['Q58372289']
0000-0002-0602-9942,nan,10.1080/01658107.2018.1494202,Q90136370,['Q58372289']
0000-0002-0602-9942,nan,10.1523/JNEUROSCI.0407-13.2013,Q30441885,"['Q41048744', 'Q58372289']"
0000-0002-0602-9942,nan,10.1212/CPJ.0000000000000128,Q35747957,['Q58372289']
0000-0002-0602-9942,nan,10.1097/NPT.0000000000000169,Q29048640,"['Q37371171', 'Q58372289']"
0000-0002-0602-9942,nan,10.1212/CPJ.0000000000000470,Q64863542,['Q58372289']
0000-0002-0602-9942,nan,10.1109/IEMBS.2010.5627170,Q34914912,['Q42410679']
0000-0002-0602-9942,nan,10.1364/OL.18.000263,Q84626519,"['Q58372289', 'Q73322404']"
0000-0002-0602-9942,nan,10.1212/NXG.0000000000000069,Q27312339,"['Q6284337', 'Q64854954']"
0000-0002-0602-9942,nan,10.1212/01.CPJ.0000472923.37443.61,Q49398441,
0000-0002-0602-9942,nan,10.1212/CPJ.0000000000000342,Q49556672,['Q58372289']
0000-0002-0602-9942,nan,10.7916/D80S0ZJQ,Q49371547,"['Q56811174', 'Q58372289']"
0000-0002-0602-9942,nan,10.1002/14651858.CD012285,Q26471282,['Q28320218']
0000-0003-4570-7942,nan,10.1155/2017/8760351,Q59147858,
0000-0002-6684-9942,nan,10.1107/S1600536813028511,Q41857621,
0000-0002-6684-9942,nan,10.1107/S1600536813032662,Q41914658,
0000-0002-6684-9942,nan,10.1107/S1600536812013128,Q35932918,
0000-0002-6684-9942,nan,10.1107/S1600536810005271,Q42359179,
0000-0002-6684-9942,nan,10.1155/2013/632315,Q59010020,
0000-0001-5020-5942,nan,10.1080/08039488.2016.1242650,Q40504312,"['Q38327360', 'Q43971697', 'Q58851934', 'Q59680445', 'Q60661599', 'Q73167540']"
0000-0003-4827-0942,nan,10.4103/0972-0707.194033,Q41889447,"['Q56976060', 'Q84805746']"
0000-0003-4827-0942,nan,10.1155/2013/237543,Q42095313,"['Q56976060', 'Q79895312']"
0000-0002-6744-6942,21355671.0,10.3109/02699052.2011.558038,Q83485552,['Q67229842']
0000-0002-6744-6942,16134737.0,10.1080/02699050400013709,Q48794357,['Q67229842']
0000-0002-4225-7942,nan,10.1159/000074541,Q51805527,['Q70859936']
0000-0002-4225-7942,nan,10.1016/S0008-6363(03)00317-1,Q73417676,"['Q28842449', 'Q70859936', 'Q94114332']"
0000-0002-4225-7942,nan,10.4077/CJP.2016.BAE364,Q38732789,['Q70859936']
0000-0002-4225-7942,nan,10.1016/S0008-6363(03)00247-5,Q54772422,['Q70859936']
0000-0002-4225-7942,nan,10.1016/S0167-4889(97)00105-5,Q42833147,['Q70859936']
0000-0002-4225-7942,nan,10.2174/15665240113139990043,Q38085349,['Q70859936']
0000-0002-4225-7942,nan,10.2174/157488809787169066,Q37370542,"['Q40159547', 'Q70859936', 'Q83197658', 'Q83197660']"
0000-0002-4225-7942,nan,10.1080/10425170701400589,Q80676947,"['Q51156520', 'Q70859936']"
0000-0002-4225-7942,nan,10.1159/000074541,Q51805527,['Q70859936']
0000-0002-4225-7942,nan,10.1016/S0008-6363(02)00771-X,Q34198599,
0000-0002-4225-7942,nan,10.1016/S0014-5793(97)00599-1,Q42799379,['Q70859936']
0000-0002-4225-7942,nan,10.2174/156652410791065426,Q37703329,['Q70859936']
0000-0002-4225-7942,nan,10.3109/15563650.2014.923903,Q38218217,['Q70859936']
0000-0002-4225-7942,nan,10.1161/CIRCEP.110.958991,Q84217819,"['Q40159547', 'Q43077109', 'Q70859936']"
0000-0002-4225-7942,nan,10.1080/10425170701400589,Q80676947,"['Q51156520', 'Q70859936']"
0000-0002-4225-7942,nan,10.3109/15563650.2014.923903,Q38218217,['Q70859936']
0000-0002-4225-7942,nan,10.1586/14779072.2016.1116940,Q38631174,"['Q40159547', 'Q70859936']"
0000-0002-4225-7942,nan,10.1016/S0925-4773(01)00490-7,Q52129033,['Q70859936']
0000-0002-4225-7942,nan,10.1007/978-1-59745-443-8_14,Q40143462,"['Q40159547', 'Q70859936']"
